id_pedido,data_pedido,regiao,canal_venda,categoria_produto,produto,quantidade,preco_unitario,desconto,receita,custo,entregue_no_prazo,satisfacao_cliente
957,2025-05-22,Nordeste,Loja Fisica,Vestuário,Vestido,6,207.37,0.067,1161.31,672.65,1,9.5
553,2025-06-26,Centro-Oeste,Online,Vestuário,Calça,6,269.99,0.24,1230.49,663.95,1,5.9
1470,2025-01-13,Centro-Oeste,Online,Vestuário,Vestido,3,182.03,0.152,463.08,244.02,0,7.4
140,2025-05-23,Nordeste,Online,Móveis,Sofá,1,874.11,0.094,791.59,545.87,1,7.7
736,2025-01-01,Sul, loja física ,Móveis,Cadeira,1,1506.24,0.217,1179.13,803.92,1,8.2
1389,2025-06-21,Sudeste,Representante,Móveis,Sofá,3,858.67,-0.05,1599.77,1127.27,1,7.5
784,2025-01-29,Sudeste,Online,Alimentos,Suco,3,52.98,0.081,146.04,115.77,1,10.0
1393,2025-01-12,Sul,Online,Alimentos,Suco,1,39.08,0.269,28.56,20.74,1,7.4
955,2025-01-01,Sudeste,Loja física,Alimentos,Café,5,78.16,0.1,351.73,263.94,1,7.7
909,2025-02-02,Sudeste,Loja física,Eletrônicos,Smartphone,2,1672.02,0.145,2860.39,2246.54,1,8.1
1448,2025-04-08,Sudeste,Marketplace,Eletrônicos,Smartwatch,1,1761.39,0.344,1156.23,944.67,1,9.0
14,2025-04-14,Norte,Online,Alimentos,,3,60.25,0.061,169.8,121.41,1,7.7
5,2025-04-17,Sudeste,Marketplace,Vestuário,Vestido,1,208.61,0.105,186.6,111.4,1,8.7
908,2025-05-01,Sul,Online,Móveis,Armário,3,1471.86,0.021,4322.59,2967.96,0,6.3
244,2025-03-31,Sudeste,Marketplace,Vestuário,Jaqueta,2,216.55,0.12,381.25,196.33,1,7.9
1494,2025-06-07,Nordeste,Representante,Móveis,Estante,1,889.24,0.032,860.51,607.68,1,7.8
1166,2025-04-01,Nordeste,Loja física,Móveis,Mesa,3,1244.77,0.071,3467.34,2330.08,1,8.8
218,2025-11-03,Nordeste,Loja física,Vestuário,Vestido,1,259.27,0.162,233.05,117.47,1,10.0
1041,2025-06-02,Nordeste,Loja física,Alimentos,Café,1,42.96,0.17,35.65,28.78,1,7.7
1050,2025-08-03,Nordeste,Online,Vestuário,Camisa,1,129.97,-0.05,85.88,49.18,0,7.1
721,2025-05-29,Sudeste,Online,Vestuário,Calça,2,224.11,0.19,362.91,198.71,1,7.9
931,2025-01-04,Centro-Oeste,Online,Eletrônicos,Fone Bluetooth,2,1484.52,0.083,2721.34,1984.09,1,5.4
1176,2025-10-06,Sudeste,Marketplace,Vestuário,Jaqueta,1,193.75,0.143,166.12,87.71,1,7.4
1377,2025-02-09,Sul,Representante,Eletrônicos,Smartphone,1,1771.59,0.057,1670.59,1290.3,0,6.6
765,2025-06-28,Norte,Marketplace,Eletrônicos,Tablet,2,2423.88,0.202,3870.8,2904.4,1,6.5
1220,2025-05-12,Sul,Online,Eletrônicos,Notebook,2,2146.24,0.15,3647.03,2880.91,1,8.1
470,2025-02-03,Centro-Oeste,Loja física,Móveis,Armário,1,645.15,0.111,573.79,421.08,1,8.4
204,2025-09-06,Norte,Online,Eletrônicos,Smartwatch,4,2421.15,0.15,8232.1,6277.15,0,6.7
462,2025-02-08,Nordeste,Representante,Eletrônicos,Fone Bluetooth,4,1305.55,-0.05,4208.56,3204.66,1,8.1
641,2025-05-14,Sudeste,Online,Alimentos,Café,1,39.04,0.175,32.2,24.55,1,8.4
46,2025-03-30,Norte,Representante,Alimentos,Chocolate,1,43.93,0.44,24.6,18.6,1,7.9
202,2025-02-22,Norte, Online ,Beleza,Shampoo,1,146.55,0.024,143.0,73.44,1,7.7
576,2025-02-08,Norte,Marketplace,Beleza,Protetor solar,2,145.46,0.187,236.51,119.9,1,8.1
771,2025-03-23,Sul,Marketplace,Eletrônicos,Smartphone,2,1913.58,0.162,3207.93,2354.44,1,6.2
1368,2025-10-03,Nordeste,Online,Vestuário,Calça,3,354.73,0.055,1005.77,532.0,1,9.0
757,2025-05-25,Sudeste,Online,Móveis,Estante,1,770.63,0.233,590.94,399.32,1,7.6
1089,2025-06-04,Sudeste,Loja física,Eletrônicos,Tablet,3,1780.98,0.238,4070.27,2985.24,0,5.8
407,2025-04-26,Nordeste,ON-LINE,Eletrônicos,Notebook,1,1336.13,0.346,873.63,814.24,0,3.9
511,2025-03-31,Sudeste,loja fisica,Móveis,Cadeira,1,679.17,0.107,606.23,418.3,1,7.6
669,2025-01-16,Nordeste,Online,Eletrônicos,Smartwatch,2,1600.69,0.465,1713.26,1703.32,1,5.0
1489,2025-06-26,Sudeste,ON-LINE,Vestuário,Camisa,6,194.91,0.141,1004.71,516.12,1,9.5
1116,2025-04-10,Sudeste,Online,Eletrônicos,Smartwatch,2,2576.02,0.229,3971.73,3139.31,1,8.3
460,2025-06-25,Sul, loja física ,Vestuário,Camisa,1,166.43,0.102,149.5,80.85,1,7.0
327,2025-01-24,Centro-Oeste,Online,Alimentos,Chocolate,1,40.02,0.077,36.92,28.98,1,7.0
1485,2025-04-13,Sul,Loja física,Eletrônicos,Smartphone,2,1644.06,0.131,2857.46,2539.93,1,8.7
1152,2025-06-29,Sul,Loja física,Vestuário,Tênis,1,141.27,0.101,126.98,72.82,1,8.9
1298,2025-05-08,Sul,Loja física,Eletrônicos,Tablet,2,1715.83,0.085,3140.49,2521.12,1,10.0
664,2025-04-28,Sudeste,Representante,Alimentos,Biscoito,1,24.22,0.114,21.45,16.95,1,8.5
657,2025-02-18,Sudeste,Loja física,Beleza,Maquiagem,3,143.82,0.012,426.37,206.55,1,6.5
735,2025-04-20,Sudeste,Online,Eletrônicos,Smartwatch,4,2987.65,0.226,9252.59,6941.22,1,7.7
1018,2025-03-24,Nordeste,Marketplace,Móveis,Sofá,2,1058.83,0.055,2001.68,1509.51,1,8.2
12,2025-04-27,Sul,Online,Eletrônicos,Smartwatch,2,1164.97,0.198,1868.28,1404.66,0,5.7
615,2025-01-19,Sul,Marketplace,Eletrônicos,Smartphone,1,2801.4,0.066,2617.06,2134.79,1,
1129,2025-01-29,Centro-Oeste,Online,Móveis,Armário,2,541.71,0.009,1073.86,748.0,1,6.4
958,2025-05-03,Nordeste,Online,Eletrônicos,Tablet,2,1745.06,0.517,1685.1,1593.82,0,6.3
45,2025-05-12,Centro-Oeste,Online,Beleza,Maquiagem,2,100.35,0.196,161.41,80.96,1,4.4
158,2025-03-25,Nordeste,Online,Beleza,Perfume,5,116.44,0.225,451.27,225.86,1,8.4
715,2025-06-26,Sul,Loja física,Vestuário,Jaqueta,1,175.99,0.018,172.84,96.59,1,7.9
1354,2025-01-29,Centro-Oeste,Online,Eletrônicos,Fone Bluetooth,3,1159.89,0.075,3220.17,2607.64,1,7.1
1336,2025-06-17,Nordeste,Online,Eletrônicos,Smartwatch,2,1588.56,0.51,1556.62,1251.37,0,5.4
113,2025-05-31,Sul,Loja física,Eletrônicos,Notebook,2,1799.43,0.031,3486.19,2727.56,1,6.3
1014,2025-01-30,Centro-Oeste,Representante,Vestuário,Jaqueta,1,123.92,0.22,96.64,50.29,1,8.5
461,2025-03-26,Sudeste,Representante,Vestuário,Vestido,1,248.63,0.123,218.0,124.65,0,5.8
506,2025-04-05,Nordeste,Representante,Móveis,Estante,2,1113.84,0.146,1902.82,1255.24,1,
455,2025-01-29,Sudeste,Loja física,Eletrônicos,Tablet,3,1675.38,0.097,4538.39,3442.57,1,8.3
718,2025-04-15,Centro-Oeste,Loja física,Alimentos,Azeite,1,54.4,0.223,42.28,29.37,1,9.3
515,2025-03-31,Sudeste,Online,Móveis,Estante,1,794.32,0.065,743.02,498.17,0,7.1
1286,2025-06-15,Sudeste,Loja física,Eletrônicos,Tablet,4,1671.5,0.063,6261.99,4729.43,1,8.4
384,2025-02-20,Sul,Loja física,Móveis,Mesa,3,889.82,0.2,2136.05,1518.85,1,9.0
352,2025-05-10,Norte,Online,Eletrônicos,Fone Bluetooth,2,1746.52,0.131,3035.96,2490.54,1,9.0
1414,2025-05-23,Nordeste,ON-LINE,Vestuário,Calça,1,216.71,0.024,211.58,111.29,1,8.4
1480,2025-01-16,Norte,On line,Móveis,Mesa,1,896.02,0.135,775.47,559.44,1,7.8
619,2025-03-31,Sudeste,ON-LINE,Eletrônicos,Smartphone,1,1306.76,0.119,1151.11,928.56,1,8.7
1341,2025-06-22,Nordeste,Loja física,Eletrônicos,Tablet,1,1747.85,0.208,1384.42,1057.34,1,7.2
673,2025-04-27,Sudeste,Online,Vestuário,Camisa,4,221.4,0.85,680.35,379.8,1,10.0
899,2025-02-11,Sul,On line,Vestuário,Camisa,2,197.66,0.019,387.66,211.29,1,8.0
918,2025-04-04,Nordeste,Loja física,Beleza,Shampoo,5,132.88,0.058,625.97,310.97,1,10.0
769,2025-02-19,Nordeste,Loja física,Alimentos,Chocolate,1,50.19,0.271,36.58,29.4,1,10.0
921,2025-02-24,Centro-Oeste,Online,Eletrônicos,Fone Bluetooth,2,2301.98,0.059,4334.55,3192.99,1,
1160,2025-03-31,Nordeste,Loja física,Eletrônicos,Smartphone,1,1849.15,0.104,1656.48,1285.4,1,8.1
1212,2025-03-19,Centro-Oeste,Loja física,Alimentos,Suco,2,56.18,0.038,108.11,82.8,1,
1123,2025-04-16,Centro-Oeste,Loja física,Móveis,Cadeira,3,659.51,0.326,1334.32,919.12,1,9.1
956,2025-03-31,Nordeste,Loja física,Alimentos,Café,2,62.38,0.288,88.86,62.81,1,7.9
1163,2025-05-10,Sudeste,Online,Alimentos,Biscoito,1,46.14,0.213,36.32,28.04,1,
366,2025-01-13,Nordeste,Online,Beleza,Perfume,1,152.27,0.203,121.32,65.65,1,9.4
1293,2025-01-24,Nordeste,Online,Beleza,Perfume,1,97.67,0.02,95.74,48.48,1,7.8
114,2025-03-03,Nordeste,Marketplace,Vestuário,Calça,1,209.18,0.065,195.59,110.28,1,7.1
1484,2025-06-02,Norte,online,Beleza,Maquiagem,1,111.48,0.09,101.5,54.2,1,7.4
531,2025-06-26,Sul,Online,Alimentos,Azeite,2,43.23,0.074,80.07,57.62,1,9.2
1292,2025-04-18,Sudeste,Online,Eletrônicos,Tablet,3,1901.11,0.054,5397.81,4296.24,1,7.2
1395,2025-04-11,Sul,Online,Vestuário,Camisa,1,140.2,0.095,126.84,69.75,0,
66,2025-05-14,Sudeste,Loja física,Eletrônicos,Smartwatch,2,2087.41,0.112,3708.13,2722.72,0,5.1
542,2025-04-09,Centro-Oeste,Representante,Vestuário,Tênis,1,195.26,0.177,160.62,85.23,1,8.3
1012,2025-01-14,Centro-Oeste,Online,Móveis,Mesa,1,880.33,0.032,852.36,586.67,1,7.3
484,2025-03-25,Sul,Representante,Eletrônicos,Notebook,2,1551.82,0.134,2688.71,2052.1,1,9.9
1141,2025-02-26,Sudeste, loja física ,Eletrônicos,Tablet,3,1849.62,0.156,4683.27,3598.17,1,9.2
532,2025-04-09,Sudeste,Online,Eletrônicos,Smartphone,1,2053.64,0.229,1583.89,1304.76,0,6.9
756,2025-02-26,Norte,Marketplace,Vestuário,Tênis,3,164.81,0.036,476.48,260.36,0,6.9
1381,2025-06-20,Sul,Loja física,Vestuário,Vestido,1,120.29,0.075,111.28,57.2,1,7.8
640,2025-04-27,Sudeste,Online,Vestuário,Tênis,2,245.87,0.446,272.55,152.75,1,5.6
1191,2025-03-27,Centro-Oeste,Loja física,Móveis,Estante,1,875.81,0.097,790.66,553.98,0,6.7
319,2025-06-21,Centro-Oeste,Marketplace,Móveis,Estante,3,770.78,0.013,2281.34,1607.3,1,6.0
274,2025-02-06,Sudeste,Online,Beleza,Shampoo,1,119.65,0.298,100.74,43.23,1,9.3
1338,2025-12-01,Nordeste,Marketplace,Eletrônicos,Notebook,3,2303.22,0.058,6509.94,4967.89,1,9.0
249,2025-09-05,Nordeste,Marketplace,Eletrônicos,Smartphone,3,1747.14,0.112,4652.7,3727.62,0,4.7
1182,2025-05-06,Sudeste,Representante,Eletrônicos,Tablet,1,1428.65,0.119,1258.97,992.45,1,8.0
776,2025-02-21,Sudeste,Marketplace,Vestuário,Calça,1,184.57,0.11,164.29,89.31,1,8.1
643,2025-02-13,Nordeste,Marketplace,Alimentos,Chocolate,1,50.66,0.85,36.86,25.5,1,
34,2025-02-20,Sul,Marketplace,Vestuário,Calça,5,242.7,0.067,1132.04,628.46,1,6.7
1481,2025-01-05,Norte,Online,Vestuário,Tênis,1,147.43,0.063,138.17,76.36,1,9.0
585,2025-05-26,Sul,Marketplace,Vestuário,Jaqueta,2,181.35,0.231,278.81,152.43,0,8.0
1224,2025-02-24,Nordeste,Marketplace,Móveis,Mesa,3,930.61,0.251,2091.43,1506.6,1,6.9
1412,2025-03-30,Sudeste,Loja física,Eletrônicos,Smartwatch,2,2180.78,0.85,3671.62,2920.02,1,8.1
364,2025-06-02,Sudeste,Online,Móveis,Sofá,1,929.05,0.106,830.25,631.21,1,8.7
634,2025-04-02,Sudeste,Loja física,Beleza,Perfume,1,72.55,0.045,69.28,33.55,1,8.5
241,2025-04-09,Norte,Marketplace,Móveis,Cadeira,3,818.15,0.083,2250.12,1537.4,1,8.4
803,2025-05-24,Sudeste,Marketplace,Vestuário,Jaqueta,4,176.39,0.027,686.51,376.98,1,9.2
475,2025-01-01,Norte,Online,Móveis,Armário,4,1341.94,0.019,5267.16,3534.28,1,8.4
679,2025-05-16,Sudeste,Representante,Beleza,Shampoo,1,72.16,0.028,70.17,33.66,1,8.4
884,2025-01-13,Sudeste,Representante,Vestuário,Vestido,2,167.55,0.211,264.23,148.96,1,5.9
1305,2025-04-13,Centro-Oeste,Loja física,Eletrônicos,Smartphone,1,1170.17,0.178,961.35,786.42,1,8.8
1294,2025-03-22,Centro-Oeste,Loja física,Alimentos,Café,1,44.59,0.118,39.35,28.41,0,7.3
923,2025-11-05,Nordeste,Online,Alimentos,Azeite,3,53.23,0.27,116.52,91.38,0,6.2
1250,2025-02-04,Sudeste,Loja física,Alimentos,Suco,2,46.48,0.276,67.35,51.16,1,7.7
1072,2025-04-28,Nordeste,Marketplace,Eletrônicos,Notebook,1,1578.53,0.072,1464.56,1208.25,1,
912,2025-03-11,Sul, Online ,Beleza,Shampoo,2,96.27,0.223,149.66,73.48,1,6.6
1425,2025-01-26,Centro-Oeste,Loja física,Alimentos,Suco,5,56.49,0.24,214.6,152.71,1,7.8
1311,2025-04-08,Norte,Online,Vestuário,Camisa,2,106.39,0.05,202.07,107.66,1,8.0
747,2025-06-03,Nordeste,Online,Beleza,Protetor solar,5,132.75,0.099,598.33,293.8,1,
29,2025-02-18,Sudeste,Loja física,Vestuário,Jaqueta,1,157.71,0.016,155.21,84.6,1,8.1
1126,2025-05-02,Sudeste,Online,Beleza,Perfume,1,110.21,0.046,105.19,54.81,1,7.9
340,2025-02-27,Nordeste,Marketplace,Alimentos,Chocolate,5,33.96,0.206,97.18,98.32,1,7.7
904,2025-01-26,Centro-Oeste,Representante,Eletrônicos,Smartphone,2,2017.66,0.15,3430.19,2448.43,1,7.6
1013,2025-03-01,Centro-Oeste, Online ,Beleza,Maquiagem,1,122.65,0.1,110.39,53.27,1,6.8
1032,2025-01-14,Centro-Oeste,Representante,Eletrônicos,Tablet,3,2812.31,0.255,6286.99,4850.33,1,8.1
546,2025-04-23,Nordeste,Loja física,Alimentos,Biscoito,3,61.55,0.058,173.93,126.47,1,6.9
602,2025-06-15,Nordeste,Marketplace,Eletrônicos,Notebook,2,2551.99,0.099,4597.1,3599.09,1,7.4
761,2025-03-26,Nordeste, loja física ,Alimentos,Biscoito,3,44.88,0.132,116.88,88.37,0,5.2
98,2025-03-22,Norte,Online,Móveis,Mesa,1,701.78,0.414,411.03,296.56,1,5.6
550,2025-03-27,Sudeste,Loja física,Beleza,Perfume,1,107.75,0.157,90.79,44.45,1,7.1
913,2025-04-22,Sul,Marketplace,Vestuário,Camisa,2,408.32,0.124,715.29,386.67,0,6.4
84,2025-05-04,Centro-Oeste,Online,Alimentos,Café,1,66.22,0.077,61.11,43.43,1,8.9
264,2025-06-01,Centro-Oeste,Online,Alimentos,Chocolate,1,48.36,0.312,33.27,25.13,1,8.7
1492,2025-05-22,Sul,Loja física,Eletrônicos,Notebook,1,1294.57,0.246,976.38,760.8,1,7.4
1274,2025-03-23,Sudeste,Marketplace,Alimentos,Chocolate,1,64.8,-0.05,60.57,46.83,1,6.9
986,2025-06-01,Sudeste,Online,Beleza,Hidratante,1,84.52,0.197,67.88,33.34,0,6.4
205,2025-06-09,Sudeste,Marketplace,Vestuário,Tênis,1,134.7,0.013,132.99,70.57,1,6.4
1315,2025-05-26,Sudeste,Loja física,Vestuário,Jaqueta,2,215.56,0.186,351.06,189.72,1,8.6
670,2025-04-12,Nordeste,Marketplace,Eletrônicos,Smartwatch,1,2639.78,0.059,2483.1,1882.7,1,8.3
463,2025-04-10,Sul,Loja física,Alimentos,Suco,6,53.31,0.093,290.02,214.25,1,6.7
21,2025-06-07,Centro-Oeste,Marketplace,Eletrônicos,Notebook,1,1975.3,0.21,1560.8,1285.7,1,9.4
871,2025-01-18,Sudeste,Marketplace,Vestuário,Tênis,6,130.23,0.046,745.47,402.03,1,9.5
351,2025-06-04,Sudeste,Representante,Vestuário,Jaqueta,1,176.39,0.112,156.58,85.87,1,7.3
1306,2025-01-22,Centro-Oeste,Representante,Alimentos,Suco,2,46.4,0.138,79.95,56.25,1,9.6
646,2025-06-22,Norte,Loja física,Móveis,Sofá,1,818.87,0.131,711.67,503.85,0,7.5
1483,2025-06-07,Sudeste,On line,Beleza,Perfume,2,134.6,0.195,216.69,106.03,1,9.3
753,2025-12-01,Nordeste,Marketplace,Eletrônicos,Tablet,3,1402.93,0.052,3988.66,2956.97,1,6.3
789,2025-01-17,Sudeste,Online,Vestuário,Vestido,1,200.6,0.025,195.49,111.18,0,7.4
1273,2025-01-29,Sul,Representante,Vestuário,Jaqueta,1,174.61,0.067,162.91,84.12,1,7.0
308,2025-01-30,Centro-Oeste,Online,Vestuário,Tênis,1,143.46,0.066,134.0,74.04,1,8.3
874,2025-01-15,Sudeste,Online,Eletrônicos,Smartphone,1,1417.86,0.114,1256.77,1029.96,1,7.5
1125,2025-01-31,Centro-Oeste,Online,Eletrônicos,Tablet,1,1780.31,0.231,1368.27,1088.57,1,7.5
928,2025-01-06,Sudeste,Loja física,Vestuário,Vestido,1,117.52,0.095,106.37,56.65,1,10.0
1401,2025-02-24,Norte,Loja física,Eletrônicos,Tablet,2,2012.32,0.231,3094.05,2482.06,1,8.2
28,2025-03-30,Sudeste,Online,Alimentos,Chocolate,3,34.92,0.142,89.88,71.96,0,6.2
1181,2025-03-06,Norte,Marketplace,Móveis,Estante,1,1071.93,0.233,712.0,573.65,1,6.9
3,2025-04-03,Nordeste, loja física ,Eletrônicos,Smartphone,4,1388.39,0.087,5070.22,3832.54,1,8.2
25,2025-10-06,Sudeste,Marketplace,Vestuário,Camisa,3,203.14,0.193,491.75,267.89,1,6.8
1136,2025-04-11,Sudeste,Online,Vestuário,Jaqueta,1,221.78,0.036,213.86,120.41,1,
1421,2025-01-10,Centro-Oeste,Marketplace,Vestuário,Camisa,6,263.96,0.192,1279.93,731.9,1,8.7
806,2025-04-14,Norte,Loja física,Eletrônicos,Notebook,3,1420.39,0.192,3443.39,2796.33,1,8.2
1260,2025-02-24,Sudeste,Loja Fisica,Alimentos,Biscoito,3,45.99,0.109,122.93,96.6,1,7.2
1295,2025-06-07,Sudeste,Loja Fisica,Eletrônicos,Notebook,1,1116.75,0.141,959.22,760.04,1,8.6
697,2025-01-10,Sul,Marketplace,Beleza,Shampoo,1,100.75,0.305,70.01,37.61,1,8.7
926,2025-02-05,Nordeste,Marketplace,Eletrônicos,Smartphone,1,1027.69,0.237,783.91,636.52,1,8.3
1216,2025-04-24,Centro-Oeste,Loja física,Vestuário,Camisa,3,206.34,0.099,557.47,300.14,1,7.5
139,2025-05-31,Sul,Online,Eletrônicos,Fone Bluetooth,1,1815.54,0.153,1538.39,1231.51,1,8.5
574,2025-05-24,Nordeste,Marketplace,Vestuário,Tênis,1,206.86,0.113,183.4,98.18,1,8.6
1457,2025-01-04,Norte,Representante,Móveis,,3,1306.8,0.144,3815.33,2310.08,1,7.3
1319,2025-04-10,Norte,Online,Beleza,Protetor solar,1,155.96,0.125,136.5,70.09,1,9.5
559,2025-01-28,Centro-Oeste,Marketplace,Eletrônicos,Tablet,2,2338.13,0.089,4257.79,3198.55,1,8.2
150,2025-06-19,Sul,Loja física,Eletrônicos,Tablet,1,2360.78,0.023,2306.76,1764.75,1,6.1
119,2025-02-04,Norte,Marketplace,Eletrônicos,,1,1827.67,0.056,1725.76,1458.12,0,6.6
400,2025-02-22,Sul,Loja física,Alimentos,Azeite,2,47.43,0.072,88.04,68.71,1,9.7
793,2025-01-06,Norte,Marketplace,Alimentos,Chocolate,2,50.74,0.156,85.6,61.83,1,7.2
494,2025-04-11,Nordeste,Online,Eletrônicos,Tablet,1,2934.29,0.321,1993.1,1711.92,1,
1268,2025-05-27,Nordeste,Loja física,Vestuário,Calça,1,126.8,0.199,101.53,54.32,0,7.4
835,2025-06-04,Sul,Loja física,Móveis,Cadeira,1,750.76,0.206,596.01,432.49,1,8.9
476,2025-03-10,Norte,Online,Eletrônicos,,2,1531.03,0.122,2688.73,2053.43,0,5.2
1091,2025-04-25,Nordeste,Representante,Alimentos,Chocolate,1,33.23,0.183,27.13,19.56,1,9.4
320,2025-06-07,Sudeste,Online,Vestuário,Calça,2,155.49,0.131,270.29,148.06,1,9.7
589,2025-05-25,Sudeste,Online,Beleza,Protetor solar,1,135.49,0.181,110.92,54.56,1,10.0
1106,2025-03-31,Centro-Oeste,Online,Vestuário,Calça,1,169.8,0.091,154.32,84.95,1,7.6
813,2025-06-27,Sudeste,Online,Móveis,Cadeira,1,894.96,0.082,821.36,566.72,1,8.7
97,2025-05-19,Sudeste,Online,Beleza,Perfume,2,135.71,0.279,195.76,98.02,1,7.5
529,2025-11-04,Sudeste,Marketplace,Alimentos,Biscoito,1,37.29,0.058,35.12,27.07,1,
256,2025-05-27,Norte,Marketplace,Vestuário,Jaqueta,1,161.95,0.16,136.05,78.37,1,8.1
833,2025-03-19,Sudeste,Online,Alimentos,Chocolate,6,44.53,0.243,202.24,162.19,1,9.2
203,2025-06-21,Sudeste,Marketplace,Móveis,Cadeira,1,864.0,0.096,780.84,551.1,1,8.9
1239,2025-03-06,Norte,Online,Beleza,,2,122.08,0.073,226.33,113.42,1,8.0
613,2025-03-11,Nordeste,Loja Fisica,Beleza,Maquiagem,1,87.47,0.091,79.52,40.78,1,9.3
1204,2025-02-18,Centro-Oeste,ON-LINE,Alimentos,Azeite,1,39.43,0.208,31.22,25.53,1,8.1
19,2025-01-02,Nordeste,Loja física,Móveis,Armário,2,1039.72,0.268,1521.79,1068.49,1,9.5
960,2025-02-06,Sul,loja fisica,Alimentos,Chocolate,1,56.96,0.101,51.22,36.66,1,7.8
901,2025-04-11,Norte,Online,Vestuário,Jaqueta,2,222.39,0.026,433.06,237.43,0,3.8
492,2025-06-28,Sudeste,Marketplace,Eletrônicos,Smartphone,1,1786.44,0.143,1530.66,1165.07,1,8.8
629,2025-07-05,Sul,Marketplace,Vestuário,Camisa,1,178.03,0.113,157.86,84.06,1,7.9
245,2025-04-22,Sudeste,Online,Móveis,Armário,1,891.06,0.071,828.13,553.53,0,6.3
254,2025-01-09,Norte,Loja física,Eletrônicos,Smartphone,1,1475.05,0.139,1270.43,974.0,1,8.5
844,2025-02-17,Sudeste,Loja física,Eletrônicos,Notebook,1,1409.65,0.092,1279.78,987.66,1,8.2
1128,2025-02-20,Norte, loja física ,Eletrônicos,Fone Bluetooth,1,1621.59,0.056,1530.81,1141.25,1,7.9
250,2025-02-17,Centro-Oeste,Loja física,Alimentos,Biscoito,1,56.63,0.031,54.87,41.61,1,8.9
446,2025-01-16,Nordeste,Loja física,Eletrônicos,Tablet,1,2763.03,0.003,2755.73,2160.96,1,8.5
1090,2025-04-05,Sul,Marketplace,Móveis,Armário,3,499.18,0.25,1122.84,824.44,1,
822,2025-03-02,Sudeste,Loja física,Eletrônicos,Smartwatch,2,1494.55,0.111,2656.57,2108.08,1,8.1
151,2025-02-14,Sul,Marketplace,Beleza,Maquiagem,1,130.86,0.155,110.55,53.7,0,8.2
575,2025-02-26,Norte,Online,Móveis,Armário,1,558.43,0.275,404.91,297.41,1,8.1
323,2025-01-06,Sudeste,Loja física,Beleza,Maquiagem,1,76.13,-0.05,72.65,38.88,1,8.0
187,2025-05-10,Centro-Oeste,Online,Beleza,Hidratante,1,87.79,0.257,65.24,33.17,1,6.0
1272,2025-05-02,Sudeste,Loja física,Eletrônicos,Smartphone,3,1261.65,0.127,3302.39,2533.72,0,5.9
1101,2025-04-14,Norte,Representante,Móveis,Mesa,2,625.75,0.008,1604.95,907.14,1,8.4
316,2025-02-04,Sul,Marketplace,Beleza,Maquiagem,2,77.26,0.212,121.7,61.26,1,8.4
652,2025-06-13,Sudeste,loja fisica,Vestuário,Vestido,2,184.16,0.023,359.98,196.57,1,6.9
985,2025-05-23,Nordeste,Representante,Eletrônicos,Fone Bluetooth,3,1515.11,0.056,4290.81,3363.33,1,10.0
77,2025-01-15,Nordeste,Marketplace,Eletrônicos,Smartphone,5,1976.66,0.153,8370.14,6302.81,0,6.4
879,2025-03-27,Sudeste,Loja física,Móveis,Mesa,1,722.92,0.061,678.92,443.63,0,7.4
924,2025-01-31,Norte,Online,Vestuário,Vestido,3,117.23,0.046,335.38,180.94,1,7.6
79,2025-03-23,Norte,Marketplace,Vestuário,Vestido,1,164.29,0.224,127.44,71.61,1,7.3
145,2025-06-09,Sul,Online,Vestuário,Vestido,3,131.95,0.211,312.44,181.63,1,8.7
1252,2025-03-29,Sudeste,Loja física,Móveis,Cadeira,2,1411.15,0.148,2404.76,1683.34,1,8.6
99,2025-05-16,Centro-Oeste, Online ,Eletrônicos,Smartwatch,4,1609.44,0.121,5659.27,4248.11,0,7.1
107,2025-05-15,Centro-Oeste,Online,Beleza,Hidratante,5,150.96,0.03,732.37,370.25,1,8.5
1363,2025-04-08,Sudeste,Loja física,Alimentos,Azeite,1,54.46,0.154,46.09,30.11,1,8.5
1418,2025-01-26,Centro-Oeste,Online,Vestuário,Vestido,1,116.32,0.239,88.5,47.85,0,6.9
1360,2025-04-23,Nordeste,Online,Beleza,Shampoo,1,105.59,0.265,77.64,38.39,1,7.7
195,2025-05-10,Sudeste,Representante,Alimentos,Biscoito,2,36.19,0.022,70.79,52.71,1,8.8
701,2025-05-01,Sul,Marketplace,Eletrônicos,Fone Bluetooth,1,1561.97,0.337,1036.18,788.75,0,5.2
599,2025-01-05,Nordeste,Online,Vestuário,Jaqueta,2,241.55,0.23,371.78,194.4,1,7.2
1022,2025-03-03,Nordeste,Representante,Eletrônicos,Tablet,5,2192.01,0.164,7364.5,7032.25,1,8.2
607,2025-03-27,Sudeste,Loja física,Vestuário,Jaqueta,4,123.35,0.121,433.56,242.99,0,5.4
1237,2025-04-03,Norte, loja física ,Beleza,Maquiagem,1,177.93,0.075,164.6,85.28,1,6.2
1209,2025-01-19,Sul,Loja física,Móveis,Mesa,2,1345.28,0.176,2216.02,1565.59,0,5.1
1370,2025-02-02,Centro-Oeste,Marketplace,Eletrônicos,Fone Bluetooth,6,3797.6,0.024,22248.36,15831.12,1,10.0
1259,2025-05-22,Nordeste,Marketplace,Vestuário,Jaqueta,4,140.13,0.15,476.52,236.46,1,10.0
1468,2025-02-03,Sudeste,Marketplace,Eletrônicos,Smartphone,1,2201.59,0.139,1895.69,1467.37,1,8.4
710,2025-01-26,Centro-Oeste,Loja física,Móveis,Estante,4,779.57,0.085,2851.97,2067.56,1,6.9
